time,P,G(i),H_sun,T2m,WS10m,Int
20190124:1011,6651000,37.71,13.65,-5.37,2.07,0
20190124:1111,7299000,40.4,15.59,-5.02,1.93,0
20190124:1211,5976000,35.02,15.35,-4.75,1.72,0
20190124:1311,5541000,33.22,12.97,-4.58,1.66,0
20190124:1411,2880000,21.55,8.65,-4.41,1.72,0
20190124:1511,0,1.8,2.73,-4.39,1.72,0
20190124:1611,0,0,0,-4.45,1.66,0
20190124:1711,0,0,0,-4.44,1.59,0
20190124:1811,0,0,0,-4.4,1.31,0
20190124:1911,0,0,0,-4.19,1.03,0
20190124:2011,0,0,0,-4.16,0.55,0
20190124:2111,0,0,0,-4.15,0.69,0
20190124:2211,0,0,0,-4.24,0.76,0
20190124:2311,0,0,0,-4.22,0.9,0
20190125:0011,0,0,0,-4.2,1.03,0
20190125:0111,0,0,0,-4.34,0.83,0
20190125:0211,0,0,0,-4.5,0.9,0
20190125:0311,0,0,0,-4.49,1.1,0
20190125:0411,0,0,0,-4.72,0.83,0
20190125:0511,0,0,0,-4.94,0.83,0
20190125:0611,0,0,0,-5.06,1.03,0
20190125:0711,0,0,0,-5,1.38,0
20190125:0811,4143000,27.2,4.3,-4.87,1.52,0
20190125:0911,26316000,110.83,9.92,-4.35,1.93,0
20190125:1011,10185000,52.08,13.87,-3.67,2.48,0
20190125:1111,10383000,52.97,15.83,-3.04,2.69,0
20190125:1211,13848000,66.44,15.6,-2.47,2.83,0
20190125:1311,10344000,52.97,13.22,-2.22,2.9,0
20190125:1411,10659000,53.97,8.89,-2.24,2.97,0
20190125:1511,0,2.69,2.98,-2.57,3.03,0
20190125:1611,0,0,0,-3.06,3.24,0
20190125:1711,0,0,0,-3.42,3.17,0
20190125:1811,0,0,0,-3.74,3.45,0
20190125:1911,0,0,0,-3.98,3.66,0
20190125:2011,0,0,0,-3.93,3.38,0
20190125:2111,0,0,0,-3.78,2.9,0
20190125:2211,0,0,0,-3.36,2.69,0
20190125:2311,0,0,0,-2.79,2.41,0
20190126:0011,0,0,0,-2.11,1.93,0
20190126:0111,0,0,0,-1.65,1.59,0
20190126:0211,0,0,0,-0.76,1.1,0
20190126:0311,0,0,0,0.01,1.66,0
20190126:0411,0,0,0,0.6,1.93,0
20190126:0511,0,0,0,1.39,2.28,0
20190126:0611,0,0,0,2.02,2.48,0
20190126:0711,0,0,0,2.37,2.76,0
20190126:0811,25170000,110.56,4.5,2.46,2.62,0
20190126:0911,8088000,44.89,10.14,3.05,2.55,0
20190126:1011,44436000,180.67,14.11,3.98,2.28,0
20190126:1111,21651000,98.05,16.07,4.6,2.07,0
20190126:1211,22149000,100.01,15.85,4.77,2.07,0
20190126:1311,22011000,99.24,13.47,4.75,2.07,0
20190126:1411,873000,11.67,9.15,4.53,1.93,0
20190126:1511,321000,8.08,3.22,3.71,1.93,0
20190126:1611,0,0,0,2.95,2.14,0
20190126:1711,0,0,0,2.63,2.48,0
20190126:1811,0,0,0,2.54,2.9,0
20190126:1911,0,0,0,2.52,3.03,0
20190126:2011,0,0,0,2.75,2.76,0
20190126:2111,0,0,0,3.23,2.83,0
20190126:2211,0,0,0,3.67,3.17,0
20190126:2311,0,0,0,3.87,3.45,0
20190127:0011,0,0,0,3.86,3.52,0
20190127:0111,0,0,0,3.72,3.52,0
20190127:0211,0,0,0,3.57,3.59,0
20190127:0311,0,0,0,3.44,3.66,0
20190127:0411,0,0,0,3.44,3.59,0
20190127:0511,0,0,0,3.53,3.66,0
20190127:0611,0,0,0,3.6,3.79,0
20190127:0711,0,0,0,3.88,3.72,0
20190127:0811,5802000,35.35,4.7,3.84,3.45,0
20190127:0911,5304000,33.22,10.36,3.92,3.38,0
20190127:1011,24603000,108.53,14.34,4.19,3.31,0
20190127:1111,30378000,130.05,16.32,4.47,3.24,0
20190127:1211,13146000,65.54,16.11,4.69,2.97,0
20190127:1311,8667000,47.59,13.73,4.82,2.76,0
20190127:1411,14505000,70.49,9.41,4.79,2.69,0
20190127:1511,0,2.69,3.47,4.65,2.48,0
20190127:1611,0,0,0,4.38,2.34,0
20190127:1711,0,0,0,4.17,2.21,0
20190127:1811,0,0,0,4,2,0
20190127:1911,0,0,0,3.84,2,0
20190127:2011,0,0,0,3.81,2.21,0
20190127:2111,0,0,0,3.68,2.28,0
20190127:2211,0,0,0,3.3,2.14,0
20190127:2311,0,0,0,2.58,2.21,0
20190128:0011,0,0,0,2.23,2.28,0
20190128:0111,0,0,0,2.07,2.21,0
20190128:0211,0,0,0,1.83,2.14,0
20190128:0311,0,0,0,1.58,2.14,0
20190128:0411,0,0,0,1.68,2.07,0
20190128:0511,0,0,0,1.63,2,0
20190128:0611,0,0,0,1.71,1.93,0
20190128:0711,0,0,0,1.22,1.52,0
20190128:0811,42402000,173.43,4.91,0.96,1.52,0
20190128:0911,12855000,63.5,10.59,1.56,1.17,0
20190128:1011,28518000,122.41,14.59,2.51,1.72,0
20190128:1111,8307000,45.79,16.58,2.88,1.52,0
20190128:1211,5337000,33.22,16.38,2.61,2,0
20190128:1311,8802000,47.59,14,1.77,2.83,0
20190128:1411,4560000,29.63,9.67,1.12,3.59,0
20190128:1511,0,5.39,3.73,0.78,4.14,0
20190128:1611,0,0,0,0.49,4,0
20190128:1711,0,0,0,0.18,4,0
20190128:1811,0,0,0,-0.13,3.79,0
20190128:1911,0,0,0,-0.69,3.03,0
20190128:2011,0,0,0,-1,2.76,0
20190128:2111,0,0,0,-1.36,2.34,0
20190128:2211,0,0,0,-1.89,1.93,0
20190128:2311,0,0,0,-2.39,1.86,0
20190129:0011,0,0,0,-2.88,2,0
20190129:0111,0,0,0,-2.99,2.14,0
20190129:0211,0,0,0,-2.53,2.28,0
20190129:0311,0,0,0,-1.9,2.41,0
20190129:0411,0,0,0,-1.36,2.41,0
20190129:0511,0,0,0,-1.32,2.41,0
20190129:0611,0,0,0,-1.25,2.34,0
20190129:0711,0,0,0,-1.37,2.28,0
20190129:0811,65748000,256.45,5.13,-0.91,2.28,0
20190129:0911,22014000,97.31,10.82,0.3,2.34,0
20190129:1011,16173000,76.37,14.84,1.69,2.48,0
20190129:1111,42585000,173.49,16.84,2.89,2.69,0
20190129:1211,5517000,34.12,16.65,3.64,3.24,0
20190129:1311,30798000,130.78,14.27,3.59,4.07,0
20190129:1411,120330000,456.12,9.93,3.12,3.93,0
20190129:1511,591000,9.88,3.99,2.44,3.52,0
20190129:1611,0,0,0,1.36,3.24,0
20190129:1711,0,0,0,0.75,3.24,0
20190129:1811,0,0,0,0.33,3.45,0
20190129:1911,0,0,0,0.41,3.31,0
20190129:2011,0,0,0,0.3,3.38,0
20190129:2111,0,0,0,0.16,3.24,0
20190129:2211,0,0,0,-0.03,2.97,0
20190129:2311,0,0,0,-0.64,2.76,0
20190130:0011,0,0,0,-1.48,2.62,0
20190130:0111,0,0,0,-2.11,2.55,0
20190130:0211,0,0,0,-2.38,2.48,0
20190130:0311,0,0,0,-2.41,2.55,0
20190130:0411,0,0,0,-2.26,2.62,0
20190130:0511,0,0,0,-2.12,2.62,0
20190130:0611,0,0,0,-2.05,2.69,0
20190130:0711,0,0,0,-1.6,2.76,0
20190130:0811,28215000,119.9,5.35,-1.3,2.9,0
20190130:0911,44397000,176.86,11.06,-0.51,3.1,0
20190130:1011,62523000,241.99,15.09,0.28,2.97,0
20190130:1111,72282000,277.39,17.11,0.97,3.45,0
20190130:1211,46758000,187.03,16.92,1.53,3.79,0
20190130:1311,94014000,355.97,14.54,1.84,3.93,0
20190130:1411,134979000,507.24,10.2,1.81,4.34,0
20190130:1511,1536000,15.26,4.25,1.47,4.41,0
20190130:1611,0,0,0,0.93,4.55,0
20190130:1711,0,0,0,0.86,4.69,0
20190130:1811,0,0,0,0.87,4.83,0
20190130:1911,0,0,0,0.86,5.1,0
20190130:2011,0,0,0,0.64,4.9,0
20190130:2111,0,0,0,0.5,4.76,0
20190130:2211,0,0,0,0.39,4.55,0
20190130:2311,0,0,0,0.3,4.41,0
20190131:0011,0,0,0,0.15,4.28,0
20190131:0111,0,0,0,0.1,4.14,0
20190131:0211,0,0,0,0.06,3.93,0
20190131:0311,0,0,0,0.05,3.72,0
20190131:0411,0,0,0,0.01,3.45,0
20190131:0511,0,0,0,-0.07,3.17,0
20190131:0611,0,0,0,-0.14,2.9,0
20190131:0711,0,0,0,-0.12,2.62,0
20190131:0811,2256000,18.86,5.58,-0.22,2.55,0
20190131:0911,8217000,44.89,11.31,0.05,3.52,0
20190131:1011,13656000,66.44,15.35,0.54,3.72,0
20190131:1111,8169000,44.89,17.39,1.3,4.07,0
20190131:1211,4140000,27.83,17.2,1.78,3.59,0
20190131:1311,3939000,26.94,14.82,1.96,3.72,0
20190131:1411,5778000,35.02,10.48,1.91,2.9,0
20190131:1511,456000,8.98,4.51,1.73,2.62,0
20190131:1611,0,0,0,0.97,2.48,0
20190131:1711,0,0,0,0.48,2.55,0
20190131:1811,0,0,0,0.39,2.62,0
20190131:1911,0,0,0,-0.32,2.41,0
20190131:2011,0,0,0,-0.44,2.55,0
20190131:2111,0,0,0,-0.65,2.62,0
20190131:2211,0,0,0,-0.83,2.62,0
20190131:2311,0,0,0,-1.02,2.62,0
20190201:0011,0,0,0,-1.08,2.69,0
20190201:0111,0,0,0,-1.06,2.9,0
20190201:0211,0,0,0,-0.88,3.17,0
20190201:0311,0,0,0,-0.54,3.45,0
20190201:0411,0,0,0,-0.26,3.66,0
20190201:0511,0,0,0,-0.36,3.59,0
20190201:0611,0,0,0,-0.34,3.52,0
20190201:0711,0,0,0,-0.32,3.72,0
20190201:0811,62565000,244.33,5.82,-0.18,3.93,0
20190201:0911,106482000,399.62,11.56,0.58,4.07,0
20190201:1011,167322000,622.28,15.62,1.56,6.28,0
20190201:1111,99486000,373.92,17.66,1.85,6,0
20190201:1211,69231000,266.4,17.49,2.11,6,0
20190201:1311,73635000,281.99,15.11,2.33,5.93,0
20190201:1411,8580000,46.69,10.75,2.05,4.9,0
20190201:1511,204000,7.18,4.78,1.54,4.41,0
20190201:1611,0,0,0,0.96,4,0
20190201:1711,0,0,0,0.65,3.72,0
20190201:1811,0,0,0,0.49,3.38,0
20190201:1911,0,0,0,0.29,2.76,0
20190201:2011,0,0,0,0,2.55,0
20190201:2111,0,0,0,-0.14,2.34,0
20190201:2211,0,0,0,-0.23,2.07,0
20190201:2311,0,0,0,-0.09,1.86,0
20190202:0011,0,0,0,-0.28,1.86,0
20190202:0111,0,0,0,-0.26,1.93,0
20190202:0211,0,0,0,0.03,1.93,0
20190202:0311,0,0,0,0.09,1.93,0
20190202:0411,0,0,0,0.17,1.93,0
20190202:0511,0,0,0,0.17,1.79,0
20190202:0611,0,0,0,0.09,1.59,0
20190202:0711,0,0,0,0.46,2.07,0
20190202:0811,77511000,301.33,6.06,0.47,2.07,0
20190202:0911,135483000,513.07,11.81,0.97,2.34,0
20190202:1011,9693000,51.18,15.89,1.7,2.48,0
20190202:1111,44778000,181.12,17.95,2.24,2.48,0
20190202:1211,17484000,81.71,17.78,2.48,3.03,0
20190202:1311,11223000,57.46,15.39,2.69,3.1,0
20190202:1411,13167000,64.9,11.03,2.43,2.14,0
20190202:1511,201000,7.18,5.05,2.09,2.21,0
20190202:1611,0,0,0,1.52,2.41,0
20190202:1711,0,0,0,1.19,2.55,0
20190202:1811,0,0,0,0.86,2.48,0
20190202:1911,0,0,0,0.26,2.41,0
20190202:2011,0,0,0,-0.12,2.41,0
20190202:2111,0,0,0,-0.28,2.48,0
20190202:2211,0,0,0,-0.34,2.48,0
20190202:2311,0,0,0,-0.52,2.55,0
20190203:0011,0,0,0,-0.74,2.62,0
20190203:0111,0,0,0,-0.72,2.69,0
20190203:0211,0,0,0,-0.81,2.69,0
20190203:0311,0,0,0,-0.8,2.76,0
20190203:0411,0,0,0,-0.85,2.83,0
20190203:0511,0,0,0,-0.88,2.83,0
20190203:0611,0,0,0,-0.93,2.9,0
20190203:0711,0,0,0,-0.86,2.55,0
20190203:0811,83793000,321.79,6.3,-0.64,2.97,0
20190203:0911,150645000,567.68,12.08,0.37,2.9,0
20190203:1011,183762000,701.59,16.17,1.61,2.76,0
20190203:1111,202635000,783.3,18.24,2.58,2.69,0
20190203:1211,21387000,96.67,18.07,3.37,3.45,0
20190203:1311,134568000,511.44,15.69,3.7,3.52,0
20190203:1411,11073000,56.99,11.32,3.61,2.34,0
20190203:1511,1857000,17.06,5.33,3.28,2.07,0
20190203:1611,0,0,0,2.13,1.86,0
20190203:1711,0,0,0,0.89,1.93,0
20190203:1811,0,0,0,0.1,2,0
20190203:1911,0,0,0,-0.17,2.28,0
20190203:2011,0,0,0,-0.26,2.41,0
20190203:2111,0,0,0,-0.2,2.41,0
20190203:2211,0,0,0,-0.22,2.41,0
20190203:2311,0,0,0,-0.33,2.41,0
20190204:0011,0,0,0,-0.25,2.55,0
20190204:0111,0,0,0,-0.06,2.76,0
20190204:0211,0,0,0,0.12,2.9,0
20190204:0311,0,0,0,0.26,3.17,0
20190204:0411,0,0,0,0.75,3.52,0
20190204:0511,0,0,0,0.92,3.86,0
20190204:0611,0,0,0,0.89,4.21,0
20190204:0711,0,0,0,0.98,4.69,0
20190204:0811,90000,6.29,6.55,1.22,4.9,0
20190204:0911,7938000,44,12.34,1.61,5.17,0
20190204:1011,15210000,72.73,16.46,1.92,5.31,0
20190204:1111,21522000,96.59,18.53,2.26,5.59,0
20190204:1211,54501000,214.92,18.37,2.53,5.79,0
20190204:1311,31434000,132.56,15.98,2.6,5.79,0
20190204:1411,8346000,45.79,11.6,2.44,6.07,0
20190204:1511,1365000,14.37,5.61,1.94,6.14,0
20190204:1611,0,0,0,1.58,6.48,0
20190204:1711,0,0,0,1.51,7.03,0
20190204:1811,0,0,0,1.5,7.31,0
20190204:1911,0,0,0,1.92,7.17,0
20190204:2011,0,0,0,2.23,7.17,0
20190204:2111,0,0,0,2.53,6.97,0
20190204:2211,0,0,0,2.86,6.41,0
20190204:2311,0,0,0,3.24,5.66,0
20190205:0011,0,0,0,3.37,5.1,0
20190205:0111,0,0,0,3.73,5.1,0
20190205:0211,0,0,0,3.91,5.03,0
20190205:0311,0,0,0,4.11,5.03,0
20190205:0411,0,0,0,3.93,4.97,0
20190205:0511,0,0,0,3.91,4.9,0
20190205:0611,0,0,0,3.95,4.97,0
20190205:0711,0,0,0,3.98,5.03,0
20190205:0811,36789000,153.75,6.81,4.11,4.9,0
20190205:0911,129393000,491.4,12.62,4.72,4.97,0
20190205:1011,168891000,643.49,16.74,5.42,5.1,0
20190205:1111,29505000,127.61,18.83,5.9,5.86,0
20190205:1211,16752000,79.91,18.67,6.16,6.28,0
20190205:1311,158787000,604.82,16.28,6.29,5.72,0
20190205:1411,33096000,140.28,11.9,6.11,5.03,0
20190205:1511,1017000,12.57,5.89,5.54,4.62,0
20190205:1611,0,0,0,4.75,3.93,0
20190205:1711,0,0,0,4.04,3.38,0
20190205:1811,0,0,0,3.55,2.97,0
20190205:1911,0,0,0,3.21,2.76,0
20190205:2011,0,0,0,3.03,2.76,0
20190205:2111,0,0,0,2.79,2.83,0
20190205:2211,0,0,0,2.82,2.76,0
20190205:2311,0,0,0,2.65,2.9,0
20190206:0011,0,0,0,2.86,3.17,0
20190206:0111,0,0,0,2.98,3.31,0
20190206:0211,0,0,0,2.8,2.97,0
20190206:0311,0,0,0,2.48,2.97,0
20190206:0411,0,0,0,2.26,2.9,0
20190206:0511,0,0,0,2.19,3.1,0
20190206:0611,0,0,0,2.34,3.45,0
20190206:0711,0,0,0,2.68,3.52,0
20190206:0811,2037000,17.96,7.07,2.98,3.93,0
20190206:0911,8091000,44.89,12.9,3.16,4.14,0
20190206:1011,11880000,60.16,17.04,3.25,4.28,0
20190206:1111,12771000,63.75,19.13,3.57,4.28,0
20190206:1211,7197000,41.3,18.98,3.95,4.28,0
20190206:1311,9792000,52.08,16.58,4.46,4.21,0
20190206:1411,9114000,49.38,12.19,4.82,4,0
20190206:1511,2013000,17.96,6.17,5.09,3.59,0
20190206:1611,0,0,0,5.14,3.24,0
20190206:1711,0,0,0,5.13,2.97,0
20190206:1811,0,0,0,5.04,2.76,0
20190206:1911,0,0,0,4.74,2.83,0
20190206:2011,0,0,0,4.6,2.55,0
20190206:2111,0,0,0,4.51,2.28,0
20190206:2211,0,0,0,4.39,2.21,0
20190206:2311,0,0,0,4.3,2.28,0
20190207:0011,0,0,0,4.21,2.07,0
20190207:0111,0,0,0,4.13,1.86,0
20190207:0211,0,0,0,4.16,1.79,0
20190207:0311,0,0,0,4.22,2,0
20190207:0411,0,0,0,4.23,2.28,0
20190207:0511,0,0,0,4.19,2.55,0
20190207:0611,0,0,0,4.17,3.24,0
20190207:0711,0,0,0,4.6,3.72,0
20190207:0811,2922000,22.45,7.34,4.76,4.21,0
20190207:0911,6108000,36.81,13.18,4.84,4.48,0
20190207:1011,12894000,64.65,17.34,5.33,5.03,0
20190207:1111,3465000,25.14,19.44,6.19,5.72,0
20190207:1211,44436000,182.44,19.29,6.87,6.76,0
20190207:1311,6474000,38.61,16.89,6.59,6.83,0
20190207:1411,15495000,74.89,12.49,6.38,6.48,0
20190207:1511,33447000,142.81,6.45,6.56,6.9,0
20190207:1611,0,0,0,6.48,7.45,0
20190207:1711,0,0,0,5.83,7.93,0
20190207:1811,0,0,0,5.54,8.41,0
20190207:1911,0,0,0,5.42,8.34,0
20190207:2011,0,0,0,5.27,8,0
20190207:2111,0,0,0,5.33,7.66,0
20190207:2211,0,0,0,5.41,6.83,0
20190207:2311,0,0,0,5.36,6.48,0
20190208:0011,0,0,0,5.08,6.34,0
20190208:0111,0,0,0,5.22,6.28,0
20190208:0211,0,0,0,4.95,5.72,0
20190208:0311,0,0,0,4.89,5.66,0
20190208:0411,0,0,0,4.75,5.45,0
20190208:0511,0,0,0,4.55,5.1,0
20190208:0611,0,0,0,4.3,4.83,0
20190208:0711,0,0,0,4.22,4.76,0
20190208:0811,1182000,13.47,7.61,4.39,4.76,0
20190208:0911,17835000,83.39,13.47,4.69,4.62,0
20190208:1011,12447000,62.85,17.64,5.35,6.21,0
20190208:1111,18894000,87.99,19.76,5.68,6.07,0
20190208:1211,9726000,52.08,19.6,5.92,5.1,0
20190208:1311,16500000,79.01,17.2,6.34,5.52,0
20190208:1411,6906000,40.4,12.79,6.24,5.86,0
20190208:1511,1656000,16.16,6.74,6.31,6.14,0
20190208:1611,0,0,0,6.38,6.28,0
20190208:1711,0,0,0,6.53,6.41,0
20190208:1811,0,0,0,6.7,6.76,0
20190208:1911,0,0,0,7.06,7.03,0
20190208:2011,0,0,0,7.18,7.17,0
20190208:2111,0,0,0,7.29,7.17,0
20190208:2211,0,0,0,7.35,7.17,0
20190208:2311,0,0,0,7.38,7.24,0
20190209:0011,0,0,0,7.27,7.31,0
20190209:0111,0,0,0,7.18,7.52,0
20190209:0211,0,0,0,7.08,7.38,0
20190209:0311,0,0,0,6.89,6.83,0
20190209:0411,0,0,0,6.64,6.21,0
20190209:0511,0,0,0,6.48,6,0
20190209:0611,0,0,0,6.36,6.55,0
20190209:0711,0,0,0,5.98,6.07,0
20190209:0811,19062000,88.56,7.89,6.19,6.62,0
20190209:0911,22689000,102.04,13.76,6.22,7.17,0
20190209:1011,74397000,289.73,17.95,6.74,7.79,0
20190209:1111,21978000,99.97,20.07,6.7,7.38,0
20190209:1211,9939000,52.97,19.92,6.29,8.9,0
20190209:1311,15873000,76.32,17.51,5.84,9.45,0
20190209:1411,1497000,15.26,13.09,5.49,9.31,0
20190209:1511,3291000,24.24,7.03,5.48,8.9,0
20190209:1611,0,0,0,5.92,8.55,0
20190209:1711,0,0,0,5.88,8.21,0
20190209:1811,0,0,0,6.02,8.34,0
20190209:1911,0,0,0,6.18,8.28,0
20190209:2011,0,0,0,6.2,8.14,0
20190209:2111,0,0,0,6.28,7.79,0
20190209:2211,0,0,0,6.19,7.17,0
20190209:2311,0,0,0,5.83,6.55,0
20190210:0011,0,0,0,5.55,6.14,0
20190210:0111,0,0,0,5.39,5.86,0
20190210:0211,0,0,0,5.1,5.45,0
20190210:0311,0,0,0,4.88,5.03,0
20190210:0411,0,0,0,4.74,4.83,0
20190210:0511,0,0,0,4.68,4.48,0
20190210:0611,0,0,0,4.73,4.28,0
20190210:0711,0,0,0,5.09,3.86,0
20190210:0811,20694000,94.6,8.17,5.24,3.38,0
20190210:0911,16242000,77.71,14.06,5.57,3.03,0
20190210:1011,17886000,84.4,18.26,5.93,2.83,0
20190210:1111,14646000,71.83,20.4,6.1,2.9,0
20190210:1211,19512000,90.68,20.25,5.8,2.14,0
20190210:1311,21690000,98.78,17.83,5.57,1.79,0
20190210:1411,14031000,69.05,13.39,4.94,2.14,0
20190210:1511,18603000,86.46,7.32,4.3,2.34,0
20190210:1611,0,0,0,3.69,2.41,0
20190210:1711,0,0,0,3.17,3.1,0
20190210:1811,0,0,0,2.89,3.59,0
20190210:1911,0,0,0,4.7,3.52,0
20190210:2011,0,0,0,4.73,3.72,0
20190210:2111,0,0,0,4.46,3.86,0
20190210:2211,0,0,0,3.78,4,0
20190210:2311,0,0,0,3.51,4,0
20190211:0011,0,0,0,3.9,4.34,0
20190211:0111,0,0,0,4.22,4.76,0
20190211:0211,0,0,0,4.2,5.1,0
20190211:0311,0,0,0,4.12,5.38,0
20190211:0411,0,0,0,4.03,5.52,0
20190211:0511,0,0,0,3.96,5.45,0
20190211:0611,0,0,0,3.72,5.17,0
20190211:0711,0,0,0,3.67,4.28,0
20190211:0811,99606000,385.25,8.46,3.64,3.93,0
20190211:0911,161571000,618.32,14.36,4.27,3.59,0
20190211:1011,203154000,784.62,18.58,5.21,4.14,0
20190211:1111,196239000,756.63,20.72,6.08,4.83,0
20190211:1211,227256000,879.29,20.57,6.52,5.72,0
20190211:1311,189669000,724.81,18.15,6.27,6.07,0
20190211:1411,160266000,608.93,13.7,5.69,6.07,0
20190211:1511,82935000,323.45,7.62,4.99,6.28,0
20190211:1611,0,0,0,4.19,6.21,0
20190211:1711,0,0,0,3.75,6.14,0
20190211:1811,0,0,0,3.63,5.93,0
20190211:1911,0,0,0,3.44,5.1,0
20190211:2011,0,0,0,3.3,4.83,0
20190211:2111,0,0,0,3.18,4.9,0
20190211:2211,0,0,0,3.12,4.76,0
20190211:2311,0,0,0,2.95,4.76,0
20190212:0011,0,0,0,2.9,5.03,0
20190212:0111,0,0,0,2.85,4.83,0
20190212:0211,0,0,0,2.71,4.55,0
20190212:0311,0,0,0,2.66,4.28,0
20190212:0411,0,0,0,2.51,4,0
20190212:0511,0,0,0,2.39,3.72,0
20190212:0611,0,0,0,2.27,3.38,0
20190212:0711,0,0,0,2.01,3.03,0
20190212:0811,77370000,301.54,8.75,2.22,2.69,0
20190212:0911,144402000,554.58,14.67,3.32,2.14,0
20190212:1011,155694000,598.98,18.9,4.64,2.83,0
20190212:1111,71583000,281.24,21.05,5.6,3.38,0
20190212:1211,83541000,325.5,20.9,6.13,3.66,0
20190212:1311,68778000,270.89,18.47,6.27,4.07,0
20190212:1411,35409000,149.18,14.01,6.17,3.93,0
20190212:1511,6480000,38.5,7.91,5.54,3.38,0
20190212:1611,0,0,0,5.08,3.59,0
20190212:1711,0,0,0,4.81,3.72,0
20190212:1811,0,0,0,4.81,3.86,0
20190212:1911,0,0,0,4.74,4.21,0
20190212:2011,0,0,0,4.79,4.55,0
20190212:2111,0,0,0,4.92,4.83,0
20190212:2211,0,0,0,5.3,4.9,0
20190212:2311,0,0,0,5.67,4.97,0
20190213:0011,0,0,0,6.01,4.9,0
20190213:0111,0,0,0,6.35,5.03,0
20190213:0211,0,0,0,6.73,5.03,0
20190213:0311,0,0,0,7.01,4.97,0
20190213:0411,0,0,0,7.07,4.83,0
20190213:0511,0,0,0,7.04,4.76,0
20190213:0611,0,0,0,6.78,4.69,0
20190213:0711,0,0,0,6.32,4.28,0
20190213:0811,14340000,70.59,9.05,6.71,4.14,0
20190213:0911,43635000,180.09,14.98,7.28,4,0
20190213:1011,28059000,123.41,19.22,7.84,5.1,0
20190213:1111,54114000,219.61,21.39,8.19,4.76,0
20190213:1211,47607000,196.02,21.24,8.21,4.14,0
20190213:1311,12273000,62.85,18.8,8,4.28,0
20190213:1411,3624000,26.04,14.32,7.72,3.59,0
20190213:1511,309000,8.08,8.21,7.43,3.52,0
20190213:1611,0,0,0,7.02,4.14,0
20190213:1711,0,0,0,6.8,3.93,0
20190213:1811,0,0,0,6.68,3.93,0
20190213:1911,0,0,0,6.6,4.07,0
20190213:2011,0,0,0,6.54,4,0
20190213:2111,0,0,0,6.28,3.93,0
20190213:2211,0,0,0,6.1,4,0
20190213:2311,0,0,0,5.98,3.86,0
20190214:0011,0,0,0,5.76,3.72,0
20190214:0111,0,0,0,5.64,3.66,0
20190214:0211,0,0,0,5.6,3.59,0
20190214:0311,0,0,0,5.55,3.24,0
20190214:0411,0,0,0,5.41,2.97,0
20190214:0511,0,0,0,5.42,2.76,0
20190214:0611,0,0,0,4.95,2.69,0
20190214:0711,0,0,0,5.2,2.69,0
20190214:0811,8499000,46.93,9.35,5.2,2.83,0
20190214:0911,16413000,78.57,15.3,6.01,3.93,0
20190214:1011,15759000,76.32,19.55,6.82,4.41,0
20190214:1111,20331000,94.28,21.72,7.62,4.83,0
20190214:1211,11823000,61.06,21.58,8.09,4.9,0
20190214:1311,10272000,54.77,19.13,8.15,4.9,0
20190214:1411,6222000,37.71,14.64,7.81,4.34,0
20190214:1511,13875000,68.93,8.51,7.17,3.66,0
20190214:1611,0,0,0,6.28,3.59,0
20190214:1711,0,0,0,5.32,3.31,0
20190214:1811,0,0,0,4.8,3.1,0
20190214:1911,0,0,0,4.84,2.55,0
20190214:2011,0,0,0,4.12,2.41,0
20190214:2111,0,0,0,3.6,2.41,0
20190214:2211,0,0,0,3.26,2.48,0
20190214:2311,0,0,0,3.03,2.48,0
20190215:0011,0,0,0,2.82,2.55,0
20190215:0111,0,0,0,2.67,2.55,0
20190215:0211,0,0,0,2.57,2.55,0
20190215:0311,0,0,0,2.51,2.62,0
20190215:0411,0,0,0,2.49,2.55,0
20190215:0511,0,0,0,2.38,2.41,0
20190215:0611,0,0,0,2.18,2.34,0
20190215:0711,0,0,0,1.46,2.28,0
20190215:0811,95709000,370.75,9.66,2.04,2,0
20190215:0911,148284000,574.25,15.62,4.1,1.79,0
20190215:1011,191838000,758.94,19.89,6.35,2.07,0
20190215:1111,218625000,880.43,22.06,8.12,2.34,0
20190215:1211,202566000,812.67,21.92,9.43,2.62,0
20190215:1311,184059000,734.04,19.46,10.13,2.76,0
20190215:1411,145842000,576.29,14.96,10.15,2.76,0
20190215:1511,79047000,318.03,8.81,9.37,2.62,0
20190215:1611,0,0,0,7.86,2.76,0
20190215:1711,0,0,0,6.41,2.83,0
20190215:1811,0,0,0,5.6,2.97,0
20190215:1911,0,0,0,5.78,3.03,0
20190215:2011,0,0,0,5.34,3.1,0
20190215:2111,0,0,0,4.97,3.1,0
20190215:2211,0,0,0,4.68,3.17,0
20190215:2311,0,0,0,4.53,3.24,0
20190216:0011,0,0,0,4.43,3.31,0
20190216:0111,0,0,0,4.34,3.31,0
20190216:0211,0,0,0,4.19,3.31,0
20190216:0311,0,0,0,4.06,3.38,0
20190216:0411,0,0,0,3.93,3.38,0
20190216:0511,0,0,0,3.81,3.45,0
20190216:0611,0,0,0,3.72,3.59,0
20190216:0711,198000,7.18,2.74,4.1,3.59,0
20190216:0811,104484000,405.47,9.97,4.92,3.86,0
20190216:0911,121227000,467.34,15.95,6.52,3.72,0
20190216:1011,189000000,736.74,20.23,7.9,4.21,0
20190216:1111,215328000,848.04,22.41,8.86,4.55,0
20190216:1211,212343000,835.87,22.26,9.28,4.76,0
20190216:1311,187683000,733.13,19.79,9.24,4.76,0
